file_id,score,groundtruth_path,reconstruction_path
1,0.2803989472895289,D:\010_CodePrograms\E\EIT_KTC2023\EvaluationData\GroundTruths\level_6\1_true.mat,D:\010_CodePrograms\E\EIT_KTC2023\Codes_Python\results\level6\1.mat
2,0.17853108573447557,D:\010_CodePrograms\E\EIT_KTC2023\EvaluationData\GroundTruths\level_6\2_true.mat,D:\010_CodePrograms\E\EIT_KTC2023\Codes_Python\results\level6\2.mat
3,0.12019588339501454,D:\010_CodePrograms\E\EIT_KTC2023\EvaluationData\GroundTruths\level_6\3_true.mat,D:\010_CodePrograms\E\EIT_KTC2023\Codes_Python\results\level6\3.mat
